Employer Name,Review Link,Job Title,Review Date,Review City Name,Review State Name,Current Job,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8133428.htm, ,9/30/2015, , ,Yes,4,0,0,0,0,0, , ,No Rating,"Awesome benefits, good pay, good work-life balance. They treat their employees with respect and provide great opportunities to grow","Lots of top-level management turn over. It's unsettling not knowing when big, sweeping changes are going to occur",Figure out current products and integrate them into our brand before purchasing other products and making major changes.,Great work-life balance
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8123482.htm, ,9/29/2015, , ,Yes,3,0,0,0,0,0, , ,No Rating,"good work life balance, good office environment",not a very interesting job, ,Good work life balance
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8086087.htm,DB Engineer,9/26/2015,New York,New York State,Yes,4,4,4,3,4,4,Getting Better,Yes,Approve,Best place for database engineers,nothing as of now ........................, ,Awesome place
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8069720.htm,Software Engineer,9/24/2015,New York,New York State,Yes,4,3,3,3,5,5, , ,No Rating,Work life balance in the company,don't have for this moment, ,software engineer
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8039266.htm, ,9/22/2015, , ,Yes,3,4,3,3,4,4,Getting Better,Yes,No Opinion,You learn some really powerful tools.,Compensation is pretty low. Turn over is also high., ,Associate
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8001981.htm,Software Engineer Intern,9/18/2015,Elizabeth,New Jersey,No,3,3,4,4,5,3,Getting Better,Yes,No Rating,nice intern program working with cutting edge technology,NYC with high rent pay, ,Software engineer intern
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7991901.htm,Senior Software Engineer,9/18/2015,Delhi,Delhi,Yes,3,3,2,4,2,2,Staying the Same,Yes,Approve,"One of the best work culture so far experienced, flexible work timings","Repetitive work, Low annual Hikes", ,Nice Company to Work With
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7982543.htm,Sales,9/17/2015,Boston,Massachusetts,Yes,3,3,3,1,5,3, , ,No Rating,Good comp plan/Autonomy/flexible work environment,"Leadership and management / lack of upward mobility / lack of training / lack of product development, innovation","create clear strategy goals (1 year, 5 year etc) / identify top producers and promote / invest in training and company culture",Sales
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7968239.htm, ,9/16/2015, , ,No,4,3,3,1,2,4,Getting Better,Yes,Approve,"Good ambience
Great work culture
Fun work if you want to learn","Following are the major cons i felt :
Micromanagement
CHanges in higher management", ,Good experience
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7967952.htm, ,9/16/2015,Hyderābād,Andhra Pradesh,Yes,4,4,4,4,4,4,Getting Better,Yes,No Rating,Very good work culture and the company is growing at a faster pace.,Not so many cons but little bit monotonous work., ,S&P Capital IQ
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7937697.htm, ,9/13/2015,Hyderābād,Andhra Pradesh,Yes,4,3,3,4,4,3,Staying the Same,Yes,Approve,"Nice Environment
Good People
Higher Management is Supportive
Worklife- Social Life balance","Lack Of Growth Opportunities
Night Shifts", ,JRA
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7924957.htm, ,9/12/2015, , ,Yes,3,0,0,0,0,0, , ,No Rating,Product is easy to sell,Doesn't pay great and has a lot of turnover, ,CDA
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7898950.htm, ,9/10/2015, , ,No,2,2,2,3,5,4, , ,No Rating,"Chilled out environment. There are only few teams with a lot of pressure. Rest all have extremely light work load, especially if you are a fresher.
Excellent work life balance","Monotonic work.
Work on old technologies.
Average salary.", ,Chilled out environment
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7884832.htm,Financial Analyst,9/9/2015,Hyderābād,Andhra Pradesh,Yes,3,3,3,3,3,3,Getting Better,Yes,No Rating,Its help full us,using all level students and easy to get oppertunities, ,good
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7883344.htm, ,9/9/2015, , ,No,3,0,0,0,0,0, ,Yes,No Rating,It provides a perfect balance to professional and personal life,it is a database company, ,Work Culture
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7877216.htm, ,9/8/2015, , ,No,1,0,0,0,0,1,Getting Worse,No,No Rating,Location/people - 2 that I can think of.,"Some of those that have outstayed their tenure/have been in the company for years lack any technical skill (or any skill for that matter), leaving the junior folks (payed poorly) to shoulder all the work to exhaustion/mask their inadequacies while they take the credit. Makes you wonder how they lasted.",Note the above.,Only Come as a Last Resort/Unambitious
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7865602.htm, ,9/7/2015, , ,Yes,1,2,4,1,2,3,Getting Worse,No,Disapprove,Great brand and generous benefits,The president and her management team are clueless. Nobody in their right mind would employ any of them. Totally incompetent but living the high life with no regard for the hard working employees. They all need to go in order to save the business. Have never come across such a bunch of buffoons running a billion dollar business in my entire life.,House cleaning time for McGraw Hill. The sooner you get rid of these clowns the better.,Clueless Management
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7836685.htm, ,9/3/2015,New York,New York State,Yes,3,3,3,2,4,2,Staying the Same,Yes,No Opinion,Great opportunity to learn and obtain high level skills.,A lot of politics to deal with.,Respect/appreciate your employees and they will provide great performance and effort.,Good Career Base
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7830304.htm,Software Developer,9/3/2015,Gurgaon,Haryana,Yes,3,3,5,4,5,4,Getting Better,Yes,Approve,"Flexible, cool work culture, paid well, job stability",Using outdated technologies so no learning. Nit a good place to start the career with.,Hire less people. Instead give more work to the existing employees.,less learning. more earning
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7817200.htm,Account Manager,9/2/2015,New York,New York State,Yes,4,3,3,2,4,5,Getting Better,Yes,Approve,"Lot of autonomy, build own schedule once certified to book own meetings. Lot of great benefits, very client facing, learn full product/client base.","not a clear path for advancement, can take 4-5 years to become sales director. some slow times. Lots of turnover.",give account managers more exposure to sales cycle/ shadow time with sales directors. Everyone is on their own island- not a lot of teamwork even thought there are teams in place.,Account Manager
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7805168.htm, ,9/1/2015, , ,Yes,3,3,3,3,4,2, , ,No Rating,"Very good work culture.
you can go and talk to your lead and manager any time.","No new technology, as all are existing product.
No growth", ,"Good place to work, but not great If you love new technology"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7768579.htm,Analyst,8/29/2015, , ,No,2,1,2,1,3,1,Staying the Same,No,No Opinion,"I was fortunate to have managers who respected and rewarded the value-added work I performed. 

Work/life balance is good,Overall, this is a great company to get your feet wet in the financial services industry and learn about how professionals use market data vendors like CIQ to do their job. If that interests you, then go for it.","The company lack of culture and cohesion makes it feel like any other big company. 
You will also find the HR to be pretty useless (at least in my experience). The biggest detriment to the company is that it doesn't offer any real resources for career growth. If you're in your 20s-30s you know how important that is, so don't stick around for too long!",none.,"Good place to start your career, but don't stay for long"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7725308.htm, ,8/26/2015, , ,Yes,3,0,0,0,0,0, , ,No Rating,"Culture, friendly environment, quick learning etc","shift timings, no cabs , no meals", ,DATA ANALYST
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7702025.htm,Technology Quality Analyst,8/24/2015,Farīdābād,Haryana,No,4,3,3,2,4,3,Staying the Same,Yes,No Opinion,Good working environment and work culture is amazing. Pay is awesome. Compensations are also good,THe one big problem is that the top management is poor. Rest everything is awesome, ,Technology Quality Analyst
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7686515.htm,Financial Analyst,8/22/2015,Manila,Manila,Yes,5,4,5,4,5,5,Staying the Same,Yes,No Opinion,"I started working working here in 2010 right after my graduation. The compensation package they offered surprised me a lot. It is much higher than offers I received from other companies. I actually asked for half of the salary they offered only. The bonus scheme is also extremely good. I got a salary increase annually, around 8%. That's considered as a significant amount as the base salary is very high already. Just one note that I am considered as an expat as I'm a foreigner and the job required my native language skill.

The working time here is also very flexible. You can choose to work at any shift (9 hours) as long as you filed your request in the system 1 day in advance. The company doesn't really care about attendance. You can have long breaks during working hours as long as you can unsure your output meet the deadline and quota for the month.","Not really a cons, I just don't really like the flat rate salary applied here. All employees, regardless of year's experience, get the same pay as long as they handle the same duty. I actually got big advantage from that as I was a fresh graduate.",Review the bonus scheme can stimulate employees motivation. .,Extremely good compensation package
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7644273.htm, ,8/19/2015,Gurgaon,Haryana,Yes,3,3,4,3,3,1, , ,No Rating,"Great office, good people, the transition the company is going through needs to take a pause",Listen to the undercurrents and listen to your people., ,The politics in the compnay is very overwhelming
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7630993.htm,Client Development Associate,8/18/2015,New York,New York State,No,1,1,1,1,1,1,Getting Worse,No,Disapprove,You will have S&P on your resume as a big industry name...period ..there are no other pros unless you manage to get a good manager which is extremely difficult.,Everything is based on friendships not on skill or experience.  Comprised off of smaller companies acquired along the way mangers are inexperienced.  Most managers do not allow employees access to the great company benefits or work life balance and the company turns a blind eye. HR is useless.  Basically mangers do not believe in nor support company employee initiatives.,Stop allowing inexperienced managers to manage large groups of people - let them manage projects instead.  Also stop covering up bad business decisions by laying off talent since you cannot trust your managers to identify themselves as being the employees that need to be laid off.,Disappointing
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7557762.htm, ,8/12/2015,Toronto,Ontario,Yes,5,5,2,5,5,5,Getting Better,Yes,No Rating,"Flexible hours
No dress code
friendly co workers",There is no Cons as i Know of., ,Financial Engineer
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7546150.htm,IT Software Engineering,8/11/2015,New York,New York State,Yes,4,5,4,3,5,4,Getting Better,Yes,Approve,"Wonderful People, very diverse, and unparalleled work-life balance.",A lot of things in upper management seem wishy-washy and/or not communicated well to the interns and entry-level employees,More transparency to entry-level employees.,Not Bad
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7531444.htm, ,8/10/2015, , ,Yes,3,2,3,2,5,2, , ,No Rating,"Flexible Timings, Work Life balance, Leaves flexibility","Stagnant curve in terms of learning and career growth. Long hierarchy.
Dont consider the work ex.", ,Decent Company to Start Your career
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7523957.htm,Research Analyst,8/10/2015,New York,New York State,No,3,3,4,2,5,4,Staying the Same,No,No Opinion,Atmosphere and culture were generally friendly and supportive. Solid support for a balance between work and personal life. No need to put in extra time at the end of each day doing busy work while waiting for the manager to leave.,"As a result of the mortgage backed securities crisis, dozens of new lawyers were added to the company. This lead to an exaggerated level of caution, with every decision needing to be supported with a hefty paper trail. This paper trail needed to be kept in physical form, reviewed by a manager, as well as scanned into a doc management system.",Pick a strategy and stick with it. Too much changeover in upper levels due to strategy misfires.,Struggling to find a viable growth strategy
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7513210.htm,Quality Engineer,8/9/2015,Gurgaon,Haryana,Yes,4,3,3,3,4,3,Staying the Same,Yes,Approve,"Good work culture
Not much pressure","Less salary
Repetitive work
No onsite oppurtunities",Value the top talents.,Quality Engineer
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7508144.htm, ,8/8/2015, , ,Yes,3,0,0,0,0,0, , ,No Rating,The work culture is good and people are very helpful. the work environment is also relaxed and you have a lot of freedom.,The pay is very less compared to other companies in the same industry. The food is not great and there are no benefits whatsoever., ,Summer Intern 6 weeks
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7483023.htm,Analyst,8/6/2015,Hyderābād,Andhra Pradesh,Yes,3,3,3,4,4,3,Getting Better,Yes,Approve,"Good Environment, Work/Life Balance, No stress",More transparency should be while reviewing performance of an employee, ,Good for Entry Level
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7410895.htm,Software Engineer II,7/30/2015,New York,New York State,Yes,3,3,4,3,5,4,Staying the Same,Yes,Approve,"Work/life balance, decent pay and benefits, some interesting projects. Good place to start a career","Not very new technologies, lack of or unclear career paths, lots of changes in upper management","Stop being hypocritical - lots of buzzwords that sound like major changes, but resistant to any actual progress","Good place to start, not necessarily to stay"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7390511.htm,Research Associate,7/29/2015,Gurgaon,Haryana,Yes,3,3,4,3,4,4,Getting Better,Yes,Approve,"Good work- life balance, good compensation at Graduate Level.",Less growth opportunity and work is too monotonous.,Allow people with potential to grow and give them responsibility.,Research Associate
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7346490.htm,Client Services,7/25/2015,Hong Kong, ,No,5,5,5,5,5,5,Getting Better,Yes,No Opinion,"The working hours are amazing, and if you're new to the industry this job is a great position to structure a strong backbone in finance. Training program is intense, but it's very helpful. Friendly colleagues, and the director/managers are always supportive when you're having problems.","No matter which company you work in, there will be people spreading twisted rumors and creating bonds with those believers. Just stick with what you need to do everyday, polish your knowledge, and focus on what you want to be in the future.", ,Amazing Working Place
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7329007.htm,Director,7/23/2015,New York,New York State,Yes,1,1,2,1,5,1,Getting Worse,No,Disapprove,"Arrive at 10 leave at 4-30
Great sales staff especially in ApAC  and non NYC USA","New management and CEO doesn't have a clue 
Aged platform which will never be Bloomberg 
No growth strategy all about cost cutting 
Too much politics 
No creativity and innovation 
Doesn't care about clients - general managers don't understand client work flows",Please resign and get some new management that understands capital markets,"Senior management - new, legacy and CEO - don't have a clue"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7306826.htm,Research Associate,7/21/2015,Hyderābād,Andhra Pradesh,Yes,5,4,5,5,5,4,Getting Better,Yes,No Rating,"S&P capital iq is best for fresher and good platform also. Work and environment and  management ,colleagues every one is supportable.",everything is good it here.,Maintain communication in English.,Good to work for freshers
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7274738.htm, ,7/19/2015,Gurgaon,Maharashtra,Yes,1,1,1,1,1,1,Getting Worse,No,Disapprove,"Good thing is that it's a huge name in financial market, is known for it's quality data.","Hr dept takes forever to decide, they are the biggest example of deaf and dumb team. Don't want to take the name, but she is very rude, don't know why and how is she hired.",Pay attention to your employees. They are the one who will take you to heights not your fake name.,HR department is stupid
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7274359.htm,Marketing Manager,7/19/2015,New York,New York State,Yes,4,4,4,3,5,4,Getting Better,Yes,Approve,"Diversity is championed, creativity is desired, and he brand and leading products are premier in their markets.","Politics, corporate cultural change, the need for great innovation and transparency.",Improve upon the pros listed and eliminate where possible the cons mentioned.,Educational and rewarding yet excessive politics and cultural change make for a challenging work environment.
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7273959.htm,Software Developer,7/19/2015,Gurgaon,Haryana,Yes,4,4,3,4,4,4,Getting Better,Yes,Approve,"No Micro-management, higher authorities easy to approach and very helpful people are there",Too many status update meetings, ,Satisfied and Happy
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7265837.htm, ,7/18/2015,Gurgaon,Haryana,Yes,1,1,3,1,5,3,Getting Worse,No,Approve,"Good salary, culture and work life balance",Lack of opportunities and growth prospects.,They should provide employees better opportunities,Research Associate
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7257925.htm,Marketing,7/17/2015,London,England,Yes,4,3,3,4,4,4,Getting Better,Yes,Approve,The people are great. When you work with the right team your time with the company will be one of your best experiences.,No real product updates or releases for some time. Waiting for direction is starting to have a negative impact on morale.,Get your act together...the people that are still with you are loyal and believe in the company.,It has it's ups and downs
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7253938.htm,Sales Associate,7/16/2015, , ,No,2,2,3,2,2,2,Getting Worse,No,Disapprove,"Decent pay
Immediate 401K vesting
Commission structure isn't on a net basis...meaning you can sell $100K, have $200K in cancels, and get paid your full commission....like I said, a sinking ship","- No culture
- Legacy mindset
- Product has not evolved (clients seem okay with that but it has a very early 2000s feel)
- Management is a joke","Consolidate your management.  Wouldn't allow remote employees either.  Also, order management and processes are super outdated.  Salesforce poorly implemented and contracts are manually edited in MS Word....yikes.",Sinking Ship Without A Captain
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7247112.htm,Research Associate,7/16/2015,New York,New York State,Yes,1,1,3,2,4,3,Getting Better,No,No Opinion,"Decent Pay packages
Decent working environment
good work life balance","No job contentment
No Growth
No Learning after initial 6 -9 months
Research profiles do not add much value to your profile so you kind of get stuck", ,There are better places to work
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7216210.htm, ,7/13/2015,New York,New York State,Yes,5,5,3,5,5,5,Staying the Same,Yes,No Opinion,"great work life balance, upward mobility if you shine bright enough.",no longer a start up  culture.,keep it up!,Associate
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7214575.htm, ,7/13/2015, , ,Yes,3,0,0,0,0,0, , ,No Rating,Good service provider in the Industry,"Bad Management , need to take care of it", ,EXPERIENCED
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7210790.htm,Associate Director,7/13/2015,London,England,Yes,3,2,2,3,3,3,Staying the Same,No,No Rating,Work-life balance. Good management experience.,"Some political games may hinder proper progression of hard working people. There is a large turnover of people, due to below market compensation.", ,S&P Capital IQ
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7180049.htm,Software Engineer,7/10/2015,Gurgaon,Haryana,Yes,3,3,3,4,4,4,Getting Better,Yes,Approve,"Less work-load.
Less work-pressure.
People are friendly.
Nice training is provided.","Use of old-technology.
Poor hikes.
HR department is very inefficient.","Work-culture need to be refreshing.Management should also act upon employees advices, not just listen to them.","Nice place to start,Not very refreshing work."
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7124629.htm,Software Engineer,7/6/2015,New York,New York State,No,3,3,2,4,4,4,Staying the Same,Yes,No Opinion,"The office and coworkers are all very fun. Team outings, loose atmosphere, work is fun too.",Pay is very meh and the fact that Cap IQ is attached to the McGraw-Hill parent company isn't great. A lot of cheesy corporate events and what have you that aren't anything but torturous.,"Try paying more if you want to retain a higher percent of employees. Also, tell the higher ups that day-long ""leadership training"" events are incredibly dull",Not bad but not great
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7098366.htm,JRA,7/2/2015,Hyderābād,Andhra Pradesh,Yes,4,3,4,4,4,4,Staying the Same,Yes,No Rating,"Work Life Balance, Environment, Senior Management","No growth oppurtunitis, Long Shifts",Focus on entry level employees,JRA
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7077950.htm,Financial Research Analyst,7/1/2015,New Delhi,Delhi,Yes,5,5,5,5,5,5,Getting Better,Yes,Approve,"Good Working Environment ,Proper Training Facilities, Proper Compensation","Lack of Flexibility, Working Time problem , Overloaded projects",Nothing,Finance
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7067624.htm,Lead Software Engineer,6/30/2015,New York,New York State,Yes,3,3,3,2,3,3,Staying the Same,Yes,No Opinion,"Work life balance is good, flexibility in dress code, time etc",things are keep changing in management side,Needs to maintain stability in terms of products and employee count,Lead software engineer
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7051284.htm, ,6/28/2015, , ,Yes,5,3,5,3,4,4,Getting Better,Yes,No Rating,The company provides great compensation and benefit package to its employees. This is one of the main reasons why most of the staff stay for years.,long working hours especially during peak seasons., ,Great working at S&P
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6991578.htm, ,6/23/2015,Hyderābād,Andhra Pradesh,Yes,3,2,2,4,3,4,Getting Better,Yes,Approve,"Good Exposure to global teams
healthy competitive environment","Teams management is limited to local office
Salaries are not up to the market",Internal mobility withing different jobs should be encouraged,Project Lead
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6975630.htm, ,6/21/2015, , ,Yes,4,4,4,4,4,4,Getting Better,Yes,No Rating,People are nice. flexibility to switch to different roles.,change takes long time., ,less than 1 year in the company
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6966618.htm, ,6/20/2015,New York,New York State,Yes,2,1,1,1,4,2,Getting Worse,No,Disapprove,flexible work hours and events,"too many ""restructures"" i.e. firing people because they dont make money on any products
too many upper management folks eating up all the money in the company that leaves nothing for people that actually work
pay much below market average","too many ""restructures"" will be disastrous",Place to learn for a couple of years
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6966735.htm, ,6/20/2015, , ,No,1,2,2,1,4,2,Getting Worse,No,Disapprove,"Good work hours and ability to work at home when needed.  Some of the employees are really great people, but these good people tend to leave as the direction of the company is unclear.","No business plan, low morale, not an environment to build a career. New company focus revolves around cost cutting, not growing the business as there is little investment being made. Also, management is insular and and does not react well to constructive criticism.  People who focus on politics may do well there but being knowledgeable and working hard may actually harm your career. People who advance are the ones who are good at political gamesmanship.  The good people tend to leave, and the turnover is increasing.",Listen to the rank and file employees.  There are many good people and ideas that are suppressed by their managers because they may shake up the status quo.,Cost Cutting Mode - Lack of Direction
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6937969.htm,Enterprise Sales Director,6/17/2015,New York,New York State,No,2,1,2,1,2,1,Getting Worse,No,Disapprove,S&P was a great company,Ruined by their acquisition of Cap IQ, ,A mess since S&P acquired Cap IQ
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6849611.htm, ,6/9/2015, , ,Yes,5,5,4,4,5,5,Getting Better,Yes,Approve,"Great benefits, great company to work with.  Lot's of mobility within the company, amazing work life balance!","Not a lot of downsides other than a few specific individuals now and then, most of them don't last long so not a huge concern.","try to benefit individuals to help motivate, team benefits are not great motivators.",Great company to work for!
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6843953.htm, ,6/9/2015, , ,No,4,0,0,0,0,0, , ,No Rating,Pays higher than other companies,"very inefficient HR department, takes too long to decide", ,Okay for a while
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6833206.htm, ,6/8/2015, , ,Yes,5,5,5,5,5,5,Getting Better,Yes,Approve,"Awesome job, great employees and work life balance",None that I can think of,Keep it up,Product Consultant
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6830471.htm, ,6/7/2015, , ,No,3,0,0,0,0,0, , ,No Rating,Little Management oversee.  Decent opportunity to make money.,"Dysfunctional management teams. No one really ""cares about business"".", ,Sales Director
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6809541.htm, ,6/5/2015, , ,Yes,3,4,4,2,4,2,Staying the Same,Yes,No Opinion,"work life balance, money, timings","work environment is slowly degrading, a new policy everyday", ,Nice but environment degrading
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6772153.htm,Quality Analyst,6/2/2015,Manila,Manila,No,3,2,5,1,4,4,Staying the Same,Yes,No Rating,Great entry-level positions because salary is above-industry rate. Very dynamic working environment and flexibility in work schedules.,"Very limited mobility and opportunity for career growth. Once an employee reaches a certain level, there is no way to further improve than to seek employment elsewhere. Problematic software and application.", ,"Good working environment, limited opportunity"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6737520.htm,Analyst,5/29/2015,Hyderābād,Andhra Pradesh,Yes,3,5,3,1,2,5,Getting Better,Yes,No Rating,"Competitive packages comparatively.
Long-term job security as long as met expectations.","Not an MNC or Corporate environment inside.
Top and middle managers untrained in people management. communication skills, administration and soft skills.
Lot of traditional methods followed. Not up-to-date with technology in non-business operations.
Overly Bossy and unprofessional nature of middle management.
Comparatively poor infrastructure and office administration.
Uncleanliness of cafeteria utensils. Bad maintenance of washrooms.","Transparency to associates is essential. Over-secrecy of small things hurts employees motivation.
Nothing wrong in openly and personally communicating with associates on a daily basis. Can be informal when not talking business.
Should understand that associates deserves equal respect as middle and top managers.
Globally-accepted management and leadership principles should be inculcated.
Team mangers need not be overly bossy.",No MNC environment inside
