Employer Name,Review Link,Job Title,Review Date,Review City Name,Review State Name,Current Job,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6733138.htm, ,5/28/2015, , ,No,3,1,3,1,3,1,Staying the Same,No,No Opinion,"Great benefits, relaxed working environment.",At the time there were major transitions occurring making it a difficult place to work.,Stabilize.,Structural change
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6730165.htm,Regional Investment Consultant,5/28/2015,New York,New York State,Yes,3,3,3,2,4,2,Getting Better,No,No Rating,"Entrepreneurial environment
Flat Organization - Access to management encouraged","No accountability for management
Typical Corporate environment with heavy bureaucracy prevalent
Lacking enthusiasm
Low morale",Focus on growing business quickly and show employees the vision.  Morale is super low and employees are confused as to what are mission is....,Regional Investment Consultant
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6718361.htm, ,5/27/2015, , ,Yes,3,2,2,2,5,2,Getting Worse,No,Approve,If you want somewhere with good work life balance this is a good place to work. Most people arrive after 9am and leave before 5pm.,"Too much red tape, too much process and management are more interested in internal politics over employee problems. Rarely does concern or comments get escalated upward, managers want to be yes men upwards", ,Sales at S&P CapitalIQ
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6710799.htm, ,5/26/2015, , ,No,4,0,0,0,0,0, , ,No Rating,"- Established player in the financial data analytics space
- Coming out of school, you will learn a lot about running a data company very quickly
- If you don't know how something works, just ask and someone will teach you
- Opportunity to own/shape",#NAME?,"As it can be complex to merge various products and data sets, make sure you have the right structure and approach in place, and make sure that it's communicated early and often.",Great first job out of school with the ability to learn quickly
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6616329.htm,Senior Software Engineer,5/16/2015,Gurgaon,Haryana,Yes,3,3,3,2,3,2, ,Yes,No Rating,"good pay if you can negotiate intially before joinng otherwise soon u realize that i am getting very less compare to others, good work life balance, good bonus,low presuure","no cab for general shift, no professional environment.", ,Good Company so for
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6595696.htm,Client Services,5/13/2015,Hong Kong, ,Yes,3,2,3,2,5,3,Staying the Same,No,No Opinion,Great working hours and the people are quite nice.,"The career paths seem quite narrow and things aren't transparent enough, so people may feel insecure about their future.  It also feel like hard work isn't paid off.", ,Fantastic working hours but...
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6594730.htm, ,5/13/2015, , ,No,1,1,3,2,4,1,Getting Worse,No,No Opinion,"Good work/life balance, Nice office","Horrible management, no one knows how to lead, your career will die here", ,Horrible middle management
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6590769.htm,Database Engineer II,5/13/2015,Gurgaon,Haryana,Yes,3,3,4,3,4,4,Getting Better,Yes,No Opinion,"1) Work Life Balance
2) Good Perks","1) Less Onsite opportunities
2) Less appraisal", ,Nice place to Work..
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6577689.htm, ,5/12/2015,London,England,No,4,4,5,3,5,3,Getting Worse,Yes,No Opinion,Great salary and benefits. London location is in Canary Wharf in a very nice building. Great and genuine coworkers.,Company suffers from lack of direction. Introducing product strategy every few months without implementing previous one. Won't be able to compete in a long run without drastic leadership changes.,Forgo functional organisation structure and move to product focus. Retain technical knowledge within the company and outsource all other capabilities (and not vice versa as it been happening lately e.g. outsourcing IT to Atos but trying to build out internal recruiting capabilities).,Nice place to work but lack of direction
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6565878.htm,Senior Research Assistant,5/11/2015,Buenos Aires,Federal Capital,Yes,3,1,3,1,5,1,Getting Worse,Yes,Disapprove,Better salaries than the market. Interesting people from around the world.,No career growth at all.,"You pretend to care about talents, but all the best employees are leaving one after another because it is all just talk. Nothing is done to keep talents.",good
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6534693.htm,Quality Analyst,5/7/2015,Hyderābād,Andhra Pradesh,No,5,5,5,5,5,5, , ,No Rating,"Great Exposure to New technologies.
Awesome Management.
Decent Pay and good work culture.
Great work-life balance",No Cons to share about this company,Keep going...,Good Place to work
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6504249.htm,"Senior Manager, Database Administration",5/4/2015,Hyderābād,Andhra Pradesh,Yes,5,4,3,5,3,4,Getting Better,Yes,Approve,"Non Corporate Culture, explore technology, freedom","Moving towards Corporate Culture, progress of rigid process implementation", ,Awesome
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6504175.htm,Linguist,5/4/2015,Buenos Aires,Federal Capital,No,5,5,5,5,4,5,Getting Better,Yes,Approve,They offer a great work environment.,I didn't have any cons.,Thanks for the wonderful experience.,Excellent
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6489457.htm,Software Engineer Intern,5/1/2015,Hyderābād,Andhra Pradesh,No,5,5,4,4,5,5,Getting Better,Yes,Approve,Got exposure to new technologies.  Have a good working environment. Employees are very friendly and always try to help each other.,You have to take initiative on your owns for the work.,Keep it up,It is a good place to do internship.
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6481465.htm, ,4/30/2015, , ,No,5,4,5,5,5,5, , ,No Rating,"Work life balance, good pay, good people, employee welfare","Less learning, monotonous job, difficult to get into better jobs", ,Good place to work with less stress
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6465877.htm,Automation Engineer,4/28/2015,Gurgaon,Haryana,Yes,3,3,2,3,4,3, , ,No Rating,I was in automation team learning wise its good if you are involve in delivering cream.,Growth financial wise is not vgood here. you will get promotion after 18 month of your joining even if you deliver best.,If you willing to take the best candidate pay for it.,good
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6438226.htm,Junior Research Associate,4/25/2015,Hyderābād,Andhra Pradesh,Yes,5,4,4,4,4,4,Getting Better,Yes,Approve,"Work life balance, lunch subsidy, healthy atmosphere",Telugu speaking people sometimes difficult to communicate with,None,junioour research associate
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6393828.htm, ,4/20/2015, , ,Yes,3,1,3,2,5,2,Staying the Same, ,No Rating,Good pay and a great work life balance. Ability to work remote or in another city.,This job isn't demanding but gets redundant after sometime.,Make sure the employees are learning something new and are not excluded from the learning cycle.,The compnay's stability and top management is constantly changing.
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6384462.htm, ,4/19/2015, , ,No,4,0,0,0,0,0,Getting Better,Yes,No Rating,"Awesome location, good benefit, relax environment,  a lot of social activities, nice  employees, don't need to dress up in Wall Street,","small office, not to much option for lunch, but you know it's Wall Street in Manhanton  in New York City, every inch worth a feet, so it's fine.","May be need to consider how to keep an eye on each project, at least for interns it doesn't feels like everyone is getting enough attention for their grow.",Nice place
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6383474.htm,Project Management Associate,4/19/2015,New York,New York State,Yes,5,5,4,4,4,5,Getting Better,Yes,Approve,"Very relaxed environment and company culture as it compares to industry competitors. In my experiences, I've met and worked with many talented individuals. Much of the senior leadership is very interested in growing talent internally.","Managed service provider.... Took 10 days for a simple program to be pushed to my Desktop. Coming from another large Fortune 500 company, Ive noticed monumental differences in site support.", ,Best company I've ever worked for
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6377172.htm, ,4/18/2015, , ,Yes,4,3,5,2,5,2,Getting Worse,No,No Opinion,Management does value tech and realizes they will build the future of the company. Pay is good.,Management seems indecisive on direction. New direction has been promised for about 7 months now and nothing has come. The new CEO seemed promising but nothing has happened yet. Patience goes only so far., ,Satisfying for the most part.
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6365343.htm, ,4/17/2015, , ,Yes,4,3,4,2,4,3, , ,No Rating,Work Culture is great. Good work life balance,Learning and Development opportunities are not good., ,Research Associate II
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6350632.htm,Analyst,4/15/2015,New York,New York State,No,2,1,2,1,4,5,Staying the Same,No,No Opinion,Company was full of young people to socialize with - overall college-like atmosphere with little or no oversight from management.,Little to no oversight or direction from anyone due to constant turnover in management.   One new senior level manager would come in and within 2 weeks would hire 10 of his friends from a former employer.,"Invest in your talent.   At one time this company was run by executives who worked their way through the ranks and had a personal interest in the long term success of the company, now you are lucky if someone stays for a full year!",Junior Analyst
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW6334769.htm,Financial Analyst,4/14/2015,Hyderābād,Andhra Pradesh,Yes,5,5,5,5,5,5,Getting Better,Yes,No Rating,"Salary, Work life balance, growth, infrastructure, facilities","Leave, Leave, Leave Leave, Leave", ,Excellent job environment with growth
