"","X1","pros_page1","pros_page_rating_value"
"3251",118,"Good benefit
High impact in the financial market
Good gateway from CS to fin-tech & hedge fund. If you are a pure CS or engineering background and have great interest in finance, this is the right place to work. With a few years of experience here you can have access to almost all types of financial/quant/hedge fund developer roles.
Good training classes for new grad students.
Good immigration policy for non-US... employees","4.0"
"3252",118,"Cutting Edge technology and lots of opportunities to learn. Excellent benefits like Unlimited Sick, 4 weeks vacation, Maternity leave Etc.","5.0"
"3253",118,"Good benefits and compensation, lots of smart people","2.0"
"3254",118,"Free food/snacks and coffee.  Good benefits.  Decent yearly bonus.  Very good work/life balance.  Start with 4 week's vacation.","4.0"
"3255",118,"Strong and innovative design work for a corporate financial technology brand
Talented and friendly coworkers
Spectacular offices, fish tanks, and great snacks
One of the best healthcare providers in the industry with healthy bonuses
Excellent IT","2.0"
"3256",118,"good enviromemnt ,fast learning, culture","3.0"
"3257",118,"The work of Bloomberg employees impacts the markets worldwide, and the lives of people around the world. You can play a vital role in addressing pressing issues, from technology to politics. 

Average Bloomberg salaries are very competitive within the media industry. Bloomberg managers understand the value of continuing education for their employees, not only to consistently improve the skills of the people... already in the industry, but also as a way to entice people to apply for positions. Bloomberg offers excellent training and development opportunities and has human resources personnel to help you connect with these opportunities and choose which courses are right for your career path.","5.0"
"3258",118,"- Excellent training on the financial markets and the product as soon as you start- great for people new to finance, a boring waste of time for those with some experience

- Relatively speaking, the pay in Analytics is good for the hours (8am -6pm) and stress you are under, plus the training you receive.","3.0"
"3259",118,"Profitable company, name recognition, resume builder, frequent talks by industry-leading distinguished speakers, unlimited free almond milk","5.0"
"3260",118,"great benefits, zero cost for healthcare, food and drink all day for free..snacks, eap, doctor and nurse on site, good 401k match","4.0"
"3261",119,"good pay, work life balance in NY good","4.0"
"3262",119,"great benefits and health care - the company does really take care of you in that sense. 
better than average work environment 
free snacks and fancy offices
flexibility in working arrangements (work from home, leaves, etc)
lots of opportunities to move within the company if you network right and work hard enough but it can be hard to find. after all, it is not a financial institution, it is a tech company and a... data vendor.","5.0"
"3263",119,"Great pay and benefits, transparent management culture, employees are respected, opportunities for advancement abound, there's job security, and managers are scrutinized just the same as rank-and-file.","2.0"
"3264",119,"The office is in a great loacation","4.0"
"3265",119,"Benefits, corporate perks, events, senior management fairly accessible","2.0"
"3266",119,"Bloomberg has its head screwed on internally and treats the development department  as a core department, not a cost center.
Teams are quite regimented, but there is opportunity for internal transfers.
Instead of a christmas party, Bloomberg holds an enormous summer party in the park, families invited, which I found a nice way of handling things.
The grad training program is excellent, if extremely hard work.","3.0"
"3267",119,"Forward thinking, dynamic, corporate, sociable","5.0"
"3268",119,"Helpful, learnt a lot to be in a global media space. Great exposure. Good contacts built. I got a good showreel and portfolio of work from it.","3.0"
"3269",119,"Bold, Fast, Free Food and Drinks all day long, Driving people","5.0"
"3270",119,"Great office atmosphere, Great Colleagues, get insights and knowledge on financial markets. Learn from clients","4.0"
"3271",120,"Great office atmosphere, Great Colleagues, get insights and knowledge on financial markets. Learn from clients","4.0"
"3272",120,"Great company, cares about employees, transparent","5.0"
"3273",120,"Free food and can wear casual and decent coworkers who help train you. Hours are ok and can work mobiles","2.0"
"3274",120,"Excellent Benefits and great work culture","4.0"
"3275",120,"- High responsibility from the offset, a fast development program, and a mapped out career plan.
- Intelligent employees
- Good opportunities to those who want them
- Direct access to experienced leaders from the offset
- Fantastic training programs covering a wealth of knowledge
- Early opportunities to gain exposure to clients & senior market players","2.0"
"3276",120,"Market leader, innovative and always drives change. Flat structure, great team work environment. Everyone works very hard and there are many colleagues to look up to. Lots of opportunities for your career to progress, including opportunities abroad.","3.0"
"3277",120,"1. Good benefits and training programs
2. A highly collaborative environment 
3. Job security, work-life balance if you are not very ambitious","5.0"
"3278",120,"Journalism is in shambles.  The deal at BBerg is simple: we'll pay you. So do good work. It's a beautiful thing. God bless the terminal. 

Also: Charlie Rose films here in NYC so you get to see celebrities a lot. It's really cool. Like: Big names. Just passing through. It's an effing great perk. 

Also: it feels like you are in the future when you walk into the link, the common area with all the snacks and stuff.... It has a ""wow"" factor. Coming into work every day. 

Also the guy who runs the joint is a billionaire who believes in paying people well for working hard.","3.0"
"3279",120,"Flat corporate structure, no titles, colleagues friendly  and collegial ambience. Free food, lots of training and learning is strongly encouraged. Salaries are competitive. Overall a great place to work.","5.0"
"3280",120,"Good Benefits, fair compensations, most people are very responsive","4.0"
"3281",121,"great experience, people, environment and opportunities","4.0"
"3282",121,"Mente aberta e inovativa. Gosto muito da cultura e do espírito Bloomberg. Sinto que meu trabalho faz diferença e gosto dos desafios que se apresentam","5.0"
"3283",121,"Best environment to work in","2.0"
"3284",121,"Multicultural environment full. The pantry, learning environment. Amazing office space. Ok salary. Some very smart people however a lot of them tend to leave.","4.0"
"3285",121,"Good condition for traveling team
Decent Salary
Colleagues
Free food","2.0"
"3286",121,"Free food
Somewhat good benefits but thy are going downhill","3.0"
"3287",121,"- Great training compared to other companies
- Technology is pretty good, pc are fast and things get sorted pretty quickly
- Good pantry with free food
- You work with a lot of bright people","5.0"
"3288",121,"Very good technology graduate programme. 
Get to work with lots of smart and nice people
Plenty of learning and advancement opportunities.
Extremely good compensation. Working hard pays out.","3.0"
"3289",121,"Great company, philanthropy focused, takes care of employee, transparent, bold and fast paced.","5.0"
"3290",121,"Good benefits. Good people to work with.","4.0"
"3291",122,"Great office, easy progression & promotion, certs as bonus, free food, good name on cv","4.0"
"3292",122,"Ambiente de trabalho muito bom. A empresa se preocupa com o bem estar dos funcionários propiciando atividades dentro do dia a dia no escritório e também fora dele ao longo do ano.","5.0"
"3293",122,"Amazing benefits  , people are so helpful.","2.0"
"3294",122,"Great place to work on some interesting things but all too dependent on manager. Having a good manager this place is great: flexible hours, great pay, good environment with smart colleagues.
Great benefits","4.0"
"3295",122,"Benefits, starting salary, culture, terminal","2.0"
"3296",122,"+ good snacks
+ philanthropic initiatives
+ awesome summer party","3.0"
"3297",122,"Really caring and passionate people.  Bloomberg works hard to recruit good people, and works actively to try to retain them.  They recognize good work, and if I wanted to do or improve something, I could just do it.","5.0"
"3298",122,"Top notch business development & sales professionals and brilliant staff of research analysts covering the future of energy and automotive industries. BNEF is backed by Bloomberg LP and leverages its global expertise within news, data and analysis.","3.0"
"3299",122,"Good pay, ability to travel","5.0"
"3300",122,"Great benefits, great people, great trainning","4.0"
"3301",124,"Great office environment, you work with incredibly talented people in a very social work environment.

Top of the line equipment and computer systems

Great work life balance, A lot of vacation days with rollover days, relaxed daily hours, and plenty of outside the office social events and organizations","4.0"
"3302",124,"-Extensive pantry 
-invests heavily In employees
-high level of transparency within office and ranks.","5.0"
"3303",124,"The medical insurance is the best I've experienced in finance","2.0"
"3304",124,"good pay, not to needed,","4.0"
"3305",124,"Great benefits, uniform policies, travel, training","2.0"
"3306",124,"Good sales regiment (plenty of training)
Learn indepth finance (like a mini-CFA)
Lots of young, smart, motivated people
Decent starting salary (analytics)
Good work/life balance (in larger offices, like NYC)
Good benefits","3.0"
"3307",124,"Bloomberg's BGov unit has some great people that I loved working with. The office is located just off Franklin Park and has a nice kitchen area with free lattes and snacks.","5.0"
"3308",124,"Snacks
Free Food
High Employee enagement
beautiful office","3.0"
"3309",124,"Good opportunities to get stuck into multiple territories and sectors. Good place to cut your teeth.","5.0"
"3310",124,"Not challenging job Day to day","4.0"
"3311",125,"Not challenging job Day to day","4.0"
"3312",125,"Great benefits and generally well run/managed.  Highly tech focused given the industry they serve.","5.0"
"3313",125,"Fast-paced, creative culture, great snacks, dinner at 8pm.","2.0"
"3314",125,"The training can give a overall review of market","4.0"
"3315",125,"better than avg salary, good people","2.0"
"3316",125,"great salary, benefits and perks","3.0"
"3317",125,"Pays above industry standard. Lot of other benefit like health insurance, travel","5.0"
"3318",125,"great benefits, culture, and people.","3.0"
"3319",125,"Opportunity to learn about all international financial and markets, use of current technologies, volunteer in community projects, good compensation and benefits.","5.0"
"3320",125,"Everything about this company is exactly what I have been looking for. Motivated team members, great leadership, amazing coaching, competitive salaries, great benefits, fast-paced, professional (but not stuffy) atmosphere... I love it!","4.0"
"3321",126,"Low pay when starting which is not in line with the market.","4.0"
"3322",126,"Great benefits and vacation time.","5.0"
"3323",126,"This is a good place to work with good benefits","2.0"
"3324",126,"Good pay, decent hours. Good management, lots of opportunity","4.0"
"3325",126,"Great benefits and free food","2.0"
"3326",126,"Good benefits and pay above average for media company","3.0"
"3327",126,"At first, Bloomberg seems great. It's full of seemingly smart, motivated people. The pay can be good. Resources are never a problem. When they want to do something, it gets done. The first couple of years are great and full of excitement.","5.0"
"3328",126,"Generally nice people and some possibility of relocation. Free food and drinks. Depends on the department some practical training.","3.0"
"3329",126,"Good office good benefits and good location","5.0"
"3330",126,"Dynamic environment but narrow minded","4.0"
"3331",127,"the people are definitely the biggest pro - meet very capable people from all over the world 
you can do volunteering during working hours 
snacks 
bloomberg is good name to put on your cv - careful, I fell into that trap.
anyone can be a team leader 
lots of free online courses
good benefits 
you can do your CFA which Bloomberg then pays back after you´ve passed your exams
you have to wait 18 months before... you can move to a different role","4.0"
"3332",127,"Great company, great philanthropic efforts, makes an impact in the world","5.0"
"3333",127,"I'm on a product that impacts many clients. As a result, always lots of work to do from implementing new features to optimizing performance

My team almost feels like a startup in that each person's contributions are valued and needed","2.0"
"3334",127,"Good benefits.  Most people are collaborative.","4.0"
"3335",127,"Friendly and dynamic environment, flexibility, great benefits, nice facilities.","2.0"
"3336",127,"Good perks, good compensation great culture","3.0"
"3337",127,"Amazing offices, great culture, young & fun people, lots of networking events and talks","5.0"
"3338",127,"- really cool and smart people from all around the world;
- very good benefits (life&health insurance / discounts / pantry / retirement program);
- lots of technology used on every day basis = you must learn it = you develop your skills (at least in the first 1-2 yrs);
- no pressure for overtime or crazy DDLs = work-life balance; 
- philanthropy events and volunteering during working hour;
- most managers are... smart and take care of the teams they manage, but often pressured to innovate or change something which works good, just because someone much higher thinks differently; 
- really huge knowledge bank of internal and external training resources: at least for Global Data people;","3.0"
"3339",127,"Company name
Free snacks in pantry","5.0"
"3340",127,"Interesting colleagues, good starting salary, some interesting work, great place to learn about financial markets and data-based reporting. Good perks, such as free and discounted art exhibition tickets, family-friendly events and childcare voucher scheme.","4.0"
"3341",129,"Good Salary and salary growth is coherent with the achieved goals.","4.0"
"3342",129,"A really transparent company, with managers of all level sitting within employees
Employees are encouraged to speak up and contribute ideas and are rewarded for it
Superb pantry","5.0"
"3343",129,"Good environment. Good benefits. Balance.","2.0"
"3344",129,"- Open environment, great communications
- Access to Bloomberg Terminal","4.0"
"3345",129,"Great environment
Managers are good, tho they can be demanding if you don't reach targets","2.0"
"3346",129,"A great company to join as a university graduate.

Great benefits 

If you travel you'll be staying at the best five star hotels in town","3.0"
"3347",129,"Open office, great working environment ,Every one is very friendly","5.0"
"3348",129,"this company is alright, you are able to work with smart and interesting people, you have access to free food, a lot of training available","3.0"
"3349",129,"Love  the working environment full of young energy, friendly and flat strucure, vibrant working environment and nice colleagues","5.0"
"3350",129,"-learnt a lot in the process because there were projects that they made us do
-exposed me to the working world because of client interviews","4.0"
"3351",130,"-learnt a lot in the process because there were projects that they made us do
-exposed me to the working world because of client interviews","4.0"
"3352",130,"Work life balance is great.
Managers are considerate to their employees. 
Very accommodating of personal situations/health problems/family issues etc. Very considerate.
Culture emphasizes on treating employees fairly.","5.0"
"3353",130,"Very good, pays well, a lot of learning and innovation","2.0"
"3354",130,"- How much you will learn varies greatly on the team. Thankfully, the process to change teams internally is seamless.
- Challenging work (depending on the team)","4.0"
"3355",130,"Well paid, nice offices, good perks like company Amex card.","2.0"
"3356",130,"1. Plentiful ""free"" food and drinks, but considering the price you have to pay with the miserable nature of the work itself and dealing with such incompetent and humanly disastrous middle management, as the famous saying goes, ""There ain't no such thing as a free lunch!""
2. Very nice office location that houses well-respected firms like Goldman Sachs, KKR, and other prestigious boutique buy-side firms, but again,... for this, you essentially feel like an undeserved tourist strolling through the campus of Harvard University, dreaming the unattainable fantasy of becoming ""one of them.""
3. Letting you off from work sharply at 6 PM, but do the math, people. You're spending 10 hours of Orwellian 1984 to spend 4-5 hours of freedom? You better just get a job that makes you feel happy for 10 hours, work your butt off with passion, and just enjoy some solitude and peace (though not complete freedom) for 4-5 hours after work.
4. Great fellow batch-mates and colleagues. This, I must admit. Some of these people are brilliant individuals with excellent academic and professional credentials, but for some reason, got persuaded (more like trapped) by the recruiter's job sales pitch. Take note: These awesome people will try to leave within 1-2 years as well!
5. You get to become an expert on the Terminal, but let's be honest: if you were smart enough to go to investment banks or other financial firms, you get to use Bloomberg's Sales and Analytics people for your own use of becoming an expert on the Terminal. Do you have to work for Microsoft to become an expert on using Microsoft Office to put it in your LinkedIn skills? No.","3.0"
"3357",130,"Lots going on.  They take care of employees pretty well.","5.0"
"3358",130,"The Pros Large, diverse workforce with people from literally all over the world - you meet mostly really great characters but also some world class corporate duds. Very international working environment and exposure to international clients as you would expect. Free 'snacks' and drinks in a well-kitted pantry (though the novelty quickly wears off leaving you only with the bitter taste of a poor cup of coffee).... Training is in general quite good - but be ready for fast paced learning, where i.e. you are taught a condensed version of Portfolio theory in a day, and then are expected to sit an exam on what you've learned the following day at 8:00 am...not leaving you much time to absorb the knowledge, and inducing some university-style cramming. In that sense it helps a lot to come from a 'finance' background where you have studied the stuff before - but this is not essential as they spoon-feed you the knowledge to start with - many hires come from non-finance backgrounds. Competitive salary - especially for recent graduates (£37,250 base plus £4,000 performance related bonus). Finally, you'll learn how to use, and become an expert on using a terminal, where, if you are looking to kick start a career in Finance, this will be an invaluable addition to the CV. Oh and they throw a ridiculously good party once a year with free drinks, food and theme-park style rides. It turns into a rave once the families go home.","3.0"
"3359",130,"Great work and life balance.","5.0"
"3360",130,"Great company culture, a company that makes you proud to be part of. Bloomberg cares for its employees. I loved their heavy involvement also in philanthropic activities.","4.0"
"3361",132,"The access to resources and client information.","4.0"
"3362",132,"Foreign employees literally pay 0 for work visa, available option to relocate/transfer to different city once you're hired. A lot of financial product training, because this role accepts a lot of fresh grads/people with no finance background.  You can leave work on the dot. If you have kids/family issues, work from home is an option. Coffee and breakfast are sponsored. Many volunteer programs all employees can... participate. If you're a driven learner, it's easy to get started & mingle with other experienced employees.","5.0"
"3363",132,"Generous benefits, laid back, flexible, full of smart people","2.0"
"3364",132,"Corporate Events, Corporate Housing or Stipend, Competitive Wage, Intern Events, Hardworking Friendly Engineers","4.0"
"3365",132,"Great offices around the world and great perks too! Full huge kitchen to have snacks","2.0"
"3366",132,"Everyone here is smart, friendly, and on board to help each other learn.","3.0"
"3367",132,"Benefits are good, pantry and free breakfast in the morning","5.0"
"3368",132,"Competent, friendly, supportive people.  Good company tech support.","3.0"
"3369",132,"Great work/life balance if you have a family. Option to work from home is very appealing. Great maternity leave and benefits.","5.0"
"3370",132,"Good company with good benefits","4.0"
"3371",133,"Ótima empresa para se iniciar carreira. Muitas oportunidades de desenvolvimento, através de palestras e cursos. Preocupação com o bem estar do funcionário, possibilidade de se engajar em projetos voluntários, café da manhã diário. Cultura forte de meritocracia, equipes sentam lado a lado permitindo uma melhor e mais fácil comunicação entre as áreas.","4.0"
"3372",133,"- Buona cultura, ho incontrato persone molto intelligenti

- Azienda orientata all'innovazione, le idee di tutti vengono prese in considerazione

- Cibo e bevande gratis

- Salario buono","5.0"
"3373",133,"Get to learn many useful skills","2.0"
"3374",133,"Various opportunities to meet different types of people- especially in the pantry throughout the day","4.0"
"3375",133,"They have a kitchen space with free snacks and beverages for all and also a nurse on premises.  Most executives are also open to meeting with managers and providing advice and mentorship.  Great 401 k plans and networking opportunities.","2.0"
"3376",133,"Dentre os pontos positivos certamente incluem-se a boa quantidade de snacks, chás, sucos e cafés disponíveis gratuitamente e o incentivo contínuo ao aprendizado, através de trainamentos.","3.0"
"3377",133,"benefits are huge, only thing to look forward too","5.0"
"3378",133,"The best reasons to work at Bloomberg are the colleagues. You will work with some of the best and brightest people who truly believe in teamwork.","3.0"
"3379",133,"Very high exposure to the company, helps to get a full time offer. Many learning opportunities. interns very well treated.","5.0"
"3380",133,"venue, fishtanks, free coffees and snacks at modern caf","4.0"
"3381",134,"It's a big company, not a lot pressure","4.0"
"3382",134,"Good work life balance and mobility across regions. Projects with responsibility available","5.0"
"3383",134,"Extra effort that reap results are eventually rewarded.","2.0"
"3384",134,"Pretty flexible, interesting stuff to do if your project is interesting","4.0"
"3385",134,"International and diverse environment, fast paced, good benefits for full time employees","2.0"
"3386",134,"Amazing company to work with.","3.0"
"3387",134,"Some of the best colleagues I've ever worked with - very diverse crowd.","5.0"
"3388",134,"great values in the office","3.0"
"3389",134,"Great place to work - lots of resources and great compensation.","5.0"
"3390",134,"Proactive company, fosters leadership. 

Excellent place to work if a programmer","4.0"
"3391",136,"Great people, opportunity to gain responsibility early on, good financial training, day finishes at 6 and you don't need to put in FaceTime, opportunity to dive into more technical routes, leadership, client facing roles etc depending on your personality","4.0"
"3392",136,"Good Benefits, Free Health Care,","5.0"
"3393",136,"Good opportunities for advancement via Sales or other departments. Work hard, make connections and you can do anything that you want. Good on the job training, too.","2.0"
"3394",136,"Flexible environment to work in. Everyone comes across helpful and cooperative . 

Flat structure where employees have massive impact, contribution in their prof. Development

Very multi cultural

Dynamic and fast pace","4.0"
"3395",136,"Free breakfast, lunch, snacks, good company culture","2.0"
"3396",136,"Great benefits and learning centre","3.0"
"3397",136,"- Great functional challenges. In Bloomberg you work in many ""small"" problems and you see how clients use them.
- Many team have their clients in the same building, this makes the development cycle much smoother.
- Pay way above the market and raises are far far away from the average. 
- Company culture. You really feel empowered and protected. They take care of everything they can to facilitate your life. Ex: If... you have child, you have 10 ""emergencies nannies"" just call and some come home to help you with the kids.
- Work with many smart people. The average is pretty high.
- Private company, stop worrying about shares, investors and other crap, there is money to fund any project that is good in the short, medium and long term.
- Flexibility, if you do the job, no one questions what you do.'
- Flat structure: Speaking about a project with the top management or the founders is not something that you see in all companies, but feels sh*t good when a guy among the richest of the world feels proud of your work and tells you about it.
- Philanthropy, when you have a bad day you can just think that you are working for a company where all the profit goes to charity :)","5.0"
"3398",136,"amazing place to work- food everywhere, very nice supervisors who looked out for me, many chances to network and meet people outside of my own department","3.0"
"3399",136,"- Fast, ever-changing. There's always a new target
- Newer hires get a lot of responsibility. You will be making meaningful contributions within a few weeks of joining, and will have the opportunity to plan out your systems and try out new things
- Good work-life balance, probably 90-95% of the time
- Verticals have opportunities to try the latest and greatest in tech","5.0"
"3400",136,"Buena formación y una quedada alucinante en Londres. Me sentí orgulloso de representarlos en el campus. Lo haría otra vez.","4.0"
"3401",137,"- nice environment with really people and nice cafe to ate really good food from time to time","4.0"
"3402",137,"Great healthcare benefits, Great snacks, Great perks, Lots of free tickets to all events in NYC","5.0"
"3403",137,"Working with really smart people","2.0"
"3404",137,"Good community, employee events, free snacks, great working environment, modern offices","4.0"
"3405",137,"Good People
Good work-life balance
Straightforward daily tasks
Great office(s)","2.0"
"3406",137,"good insurance, benefits, 401k. 
fancy building, free snacks. 
However, any other tech company would have at least this level of benefits.","3.0"
"3407",137,"The perks of working at Bloomberg are great. Good salary, great benefits, and an education that rivals the best intern programs or after college programs you can probably pay for. Great if you want to get a basic knowledge of all financial markets.","5.0"
"3408",137,"-Private company, focuses on employee well being.
-Part of company´s profits are redirected to Bloomberg Philanthropies non profit organization.
-24 hour food pantry.
-Great company culture.
-Amazing CEO and upper management.
-Challenging, diverse environment. 
-Flat structure.
-Fantastic work life balance.","3.0"
"3409",137,"Nice environment friendly managers, great location to work in, can easily get to the offices. massive food court with lots of varieties. offices are very modern.","5.0"
"3410",137,"Great place to work with good work life balance.","4.0"
"3411",138,"Good compensation and benefits. Great leadership by Mike Bloomberg. Very positive experience to be a part of this company. Many chances to relocate including overseas.","4.0"
"3412",138,"Incredible Team
Great Community
World renowned talent on both the terminal and media sides","5.0"
"3413",138,"Amazing opportunities for developing new skills, connecting with brilliant colleagues from different departments and businesses, and unparalleled access to the finance community via the Bloomberg platform. You'll get to work with some of the most amazing people in an open, dynamic culture of constant evolution.","2.0"
"3414",138,"company compensates employees better than most in the news business
benefits are competitive
local staff treated mostly equally as expats, unlike at many other news organizations","4.0"
"3415",138,"Generally nice colleagues and access to the terminal
Free food and nice staff","2.0"
"3416",138,"- great workplace environment, everyone seems friendly
- many classes that interns can take
- you're doing work that (usually) actually matters","3.0"
"3417",138,"Visually appealing work environment.  Nice perks like food pantry.   Nice opportunities to volunteer.","5.0"
"3418",138,"Possui ótima estrutura de trabalho. Grande possibilidade de crescimento e aprendizado. Ótima administração. Compreensão por parte da empresa.","3.0"
"3419",138,"The internship provided me a platform for development. All the team was helpful at all the time and I can say that I have majorly gown in knowledge","5.0"
"3420",138,"Everything is open.  Transparency is a core value! There are no walls. Everyone can see everyone. Nobody has their own office NOT EVEN BLOOMBERG HIMSELF. Free snacks are superb, except for the M&Ms.","4.0"
"3421",139,"Everything is open.  Transparency is a core value! There are no walls. Everyone can see everyone. Nobody has their own office NOT EVEN BLOOMBERG HIMSELF. Free snacks are superb, except for the M&Ms.","4.0"
"3422",139,"Great product in the core of the financial industry. Plenty of opportunities to expand your knowledge, although that comes at a cost since you're constantly overworked. Hours are fixed but you'll work every second you're in the building and will feel guilty when taking a short pause.","5.0"
"3423",139,"- set schedule, set working hours
-a lot of training , especially if You are Analytics or Sales","2.0"
"3424",139,"A supportive and transparent organisation. Very professional","4.0"
"3425",139,"Decent pay and nice word life balance. Free snacks and health insurance. Very good green card policy.","2.0"
"3426",139,"Fast paced
Steep learning curve in the beginning 
Good work life balance
Helpful peers","3.0"
"3427",139,"Takes great care of engineers, doesn't kick older ones to the curb, usually has challenging work to do. Great for ancient-technology spelunkers.","5.0"
"3428",139,"Benefits are pretty good. Free snacks & coffee are appreciated but limited. Initial training is very well constructed.","3.0"
"3429",139,"Career advancement 
Trainings
Working with smart, helpful people
Snacks!!
Benefits are great","5.0"
"3430",139,"Great work life balance and working environment. even better trainings. Friendly coworkers who are very helpful. Very compatitive salaries.","4.0"
"3431",140,"Other than compensation and benefits, there are none.","4.0"
"3432",140,"Benefits were unbeatable across all industries!","5.0"
"3433",140,"friendly colleague ( mostly) 
Good place to have a very relaxed job with medium pay","2.0"
"3434",140,"Team dynamics is the best part","4.0"
"3435",140,"Its a great organization to work for. Superb benefits and great work life balance. The work ends when you walk out the door in the evening. The awesome Pantry also helps !","2.0"
"3436",140,"Free food, terminal exposure,","3.0"
"3437",140,"- Company that greatly values their employees development.
- Great open-minded, approachable management
- Unlimited pantry with free coffee and snacks 
- Flexible working hours
- Greatly imbedded with philantrophy
- Career progression","5.0"
"3438",140,"Great company to work for","3.0"
"3439",140,"good benefits/ good business location","5.0"
"3440",140,"Flat management structure with access to higher management at ease","4.0"
"3441",141,"Work Visa, nice food in office, very attractive people !","4.0"
"3442",141,"Good Pay,Snacks and drinks,good office","5.0"
"3443",141,"Great working environment, nice package, enjoy all the food and staff benefits","2.0"
"3444",141,"Amazing benefits, free food, smart co-workers, access to the terminal","4.0"
"3445",141,"Great benefits. Free snacks, drinks and fruits. Good balance between life and work. No pressure or shouts from trading floor like typical investment banks.","2.0"
"3446",141,"Great benefits. Innovative company. Good growth opportunity depending upon the division assigned. Some independence in business decisions. Rewarded well for being a team player. Salary could be better but overall pretty good given the fantastic benefits.","3.0"
"3447",141,"Great benefits. Good pay. Decent work. Bright, nice people to work with. Very responsive support systems. You will never have to wait for help to get software installed, and if you have a doctor bill that doesn't make sense they have reps that will literally do all the work to make sure you are getting all the benefits you are entitled to. They rock at reducing friction between you and your job. No one ever says... ""that's not my job"" And since its privately owned, the profits go to Bloomberg Philanthropies which champions great programs and brings a net positive value to the world.","5.0"
"3448",141,"Vibrant and open environment and culture","3.0"
"3449",141,"Amazing perks: business travel perks are beyond stellar, health care great, 401 K matching high, in office perks include free snacks and coffee. Great people","5.0"
"3450",141,"A empresa investe alto no bem-estar do funcionário. Tem alto impacto social na cidade, o que é positivo. Tem uma infra excelente, além de proporcionar um alto grau de aprendizado.","4.0"
"3451",142,"Plenty of smart and motivated people, lots of world-class programmers and c++ standard committee members, lots of free technical and financial training. Lots of workshops and seminaries with well-know experts, hackatons, code competitions, lots of interesting areas...","4.0"
"3452",142,"Free snacks, summer picnic, good health benefits, get to work with smart people. 4 weeks vacation (when you're actually able to take it.)","5.0"
"3453",142,"Good Benefits, nice people, great office","2.0"
"3454",142,"Bloomberg has a very specific culture and they work very hard at maintaining the stability, integrity, happiness and fairness for all their employees across all work domains. They really strive to take care of you and also are very focused on their clients and supporting them. Their culture is however a bit entrenched and rigid so you either like it or you don't. Overall the company is extremely stable, performs... well and runs smoothly. They also managed not to fire anyone during the economic downturn of 2008 which says a lot about how they operate. One last plus in their favor is that they are very green, conscientious about the environment, therefore they do a lot of recycling and energy saving. For a large NY corporation this is very rare!
Lastly, as an engineer, you will work with some of the brightest people in the city. Bloomberg goes to crazy lengths at attracting the best of the best.","4.0"
"3455",142,"Good pay and benefits, great offices, and great people to work with. But, not a place to work if you want to have a life outside the office. There is lots of corporate talk about how they support work-life balance, but when push comes to shove, they really don't.","2.0"
"3456",142,"Good place for recent graduates to build knowledge.  Bloomberg Philanthropies does great work with the profits.","3.0"
"3457",142,"Everybody is very accommodating and friendly","5.0"
"3458",142,"Benefits (free massages); healthy snacks, cool workspace, floor layout. Management is one of the best - they know how to run a company. Dominant position in the space it is in. Constantly innovating though some areas do a better job than other","3.0"
"3459",142,"Nice food great team I love it there","5.0"
"3460",142,"Glamorous company, good salaries benefits and lots of perks.","4.0"
"3461",143,"Reasonable salaries, reasonable work-life balance, good retirement and insurance package. They promote innovation, philanthropy and having fun.","4.0"
"3462",143,"Food - free breakfast and essentially lunch
Medical/dental is free at the moment","5.0"
"3463",143,"Great place to work! Great culture! Pays well.","2.0"
"3464",143,"Famous product and CEO. Great name in the industry. Beautiful offices. Free snacks. Very solid health benefits.  Open workspace for all.","4.0"
"3465",143,"Enriching experience, very professional. 
Challenging work, everyday was different. Never had to worry about work getting monotonous. Fast paced, dynamic. Learnt a lot about giving back to the community. Great HR team.","2.0"
"3466",143,"a lot of opportunities to develop products, flexible work schedule","3.0"
"3467",143,"A pro is the Open culture","5.0"
"3468",143,"- Slightly above average graduate salary 
- learn to use the terminal well
- exposure to pitiful management so you know how NOT to manage a company in future","3.0"
"3469",143,"Always learning, encourage team work.","5.0"
"3470",143,"Good pay, benefits. Lots of good people here, great CEO","4.0"
"3471",144,"- working hours (8-6) 
- salary
- chance to shape your role according to your skills / passions
- young and friendly environment","4.0"
"3472",144,"Lots of opportunities to move withing department if you find something you like, and even work overseas.
Great management who are willing to support and help you grow","5.0"
"3473",144,"Fantastic manager to work for - she was extremely responsive to my needs and it was a pleasure working for her.","2.0"
"3474",144,"Excellent work environment and outstanding colleagues","4.0"
"3475",144,"I worked at Bloomberg for over 14 years. It was a great place to grow in my career in move up in the ranks. Their compensation and bonus package are unbeatable.","2.0"
"3476",144,"Relaxed working environment. 
Food always available for free in the pantry. 
Nice colleagues. 
Good start of a career. 
Terminal knowledge.","3.0"
"3477",144,"flat company structure, collaborative and open culture","5.0"
"3478",144,"Things move fast, anticipate changes to progress, flat structure, can be any role you want, great pantry and benefits","3.0"
"3479",144,"highly motivated, thoughtful people with solutions driven mentality. A lot of room for growth both horizontally and vertically across the company. An overall general sense that the company is looking out for your best interests as an employee.","5.0"
"3480",144,"Excelent benefits, nice environment, great place to learn","4.0"
"3481",145,"Excelente empresa, benefícios, preocupação com o bem estar e voluntariado. Ambiente que envolve a todos e encanta pela magnitude do escritório, eficiência nos serviços e resultados.","4.0"
"3482",145,"Great team of editorial and technical people
Shows produced are first of its kind in Malaysia
High quality work","5.0"
"3483",145,"good company at terminal level","2.0"
